shipment_id,carrier,origin_port,destination_port,transport_mode,status,goods_category,currency,created_date,eta_date,transit_hours,distance_km,weight_kg,volume_m3,value_usd,freight_cost_usd,num_containers,num_stops,delay_hours,risk_score,weather_severity,port_congestion,temperature_c,priority_level,insurance_required
SHP-102716701,FedEx,Shanghai,Hamburg,sea,On_Schedule,Textiles,CNY,2022-08-23,2022-09-19,671.0,2037.0,228132.4,379.16,1660181.7,56564.23,16,1,0.0,0.1702,0.6217,0.3255,-17.8,4,False
SHP-100935018,DB_Schenker,Melbourne,Singapore,sea,Customs_Hold,Food_Beverage,USD,2022-10-30,2022-11-13,337.4,14885.2,26205.3,49.28,13487.44,367.14,24,3,0.0,0.5035,0.4011,0.2753,,1,True
SHP-100189546,MSC,Melbourne,Houston,air,Customs_Hold,Machinery,SGD,2023-09-20,2023-09-22,53.0,13015.0,3154.2,6.89,14252.84,92.78,24,0,0.0,0.1038,0.1509,0.544,,4,True
SHP-101232080,Hapag-Lloyd,Felixstowe,Savannah,sea,At_Port,Chemicals,CNY,2024-01-20,2024-02-15,647.5,6196.9,7286.3,11.45,2886.44,109.64,9,3,0.0,0.3272,0.082,0.133,,4,True
SHP-100296070,ONE,Tanjung_Pelepas,Baltimore,rail,In_Transit,Chemicals,EUR,2023-11-25,2023-11-27,67.1,1466.9,2413.3,11.17,123401.58,7442.79,6,5,0.0,0.2269,0.4538,0.2425,,2,True
SHP-102011776,ZIM,Melbourne,Bremen,rail,Delayed,Food_Beverage,CNY,2023-11-30,2023-12-02,63.0,5997.9,158.3,0.67,35041.56,2388.15,15,4,25.3,0.2302,0.0544,0.4081,,1,True
SHP-101822301,MSC,Port_Klang,Bremen,air,At_Port,Electronics,GBP,2023-10-19,2023-10-20,26.6,11396.0,1735.9,2.74,277860.14,17174.29,23,5,0.0,0.1312,0.1992,0.3728,,4,True
SHP-102175913,Maersk,Felixstowe,Singapore,sea,Delivered,Chemicals,CNY,2023-02-07,2023-02-24,424.2,2978.5,66967.4,230.07,1562.58,55.86,23,1,14.2,0.26,0.3815,0.5616,,3,True
SHP-104573543,DHL,Dubai,Dubai,sea,In_Transit,Pharmaceuticals,GBP,2024-02-28,2024-03-24,603.9,20081.4,1066.3,1.95,4767.91,345.34,10,5,0.0,0.4706,0.1618,0.4618,,4,True
SHP-102121469,Maersk,Rotterdam,New_York,air,Delayed,Perishables,SGD,2024-12-07,2024-12-08,35.7,12447.0,219.9,0.59,101034.53,2582.37,13,1,1.2,0.3224,0.1788,0.6096,,4,True
SHP-101322318,ONE,Port_Klang,Genoa,sea,On_Schedule,Pharmaceuticals,CNY,2023-03-31,2023-04-15,374.4,7143.2,361.4,0.84,9181415.94,632496.39,10,1,0.0,0.4129,0.3421,0.2981,,1,True
SHP-103281045,Kuehne_Nagel,Ningbo,Rotterdam,sea,On_Schedule,Food_Beverage,SGD,2022-12-09,2022-12-21,294.3,12386.1,1310.7,3.94,40141.31,2553.26,1,2,0.0,0.6047,0.154,0.2348,,3,True
SHP-101564211,Hapag-Lloyd,Tokyo,Hamburg,sea,Customs_Hold,Automotive,USD,2022-05-10,2022-05-16,161.3,13728.5,375.7,0.54,142032.35,2482.54,5,1,0.0,0.0707,0.3799,0.4949,-17.3,2,True
SHP-101680753,ONE,Busan,Antwerp,sea,On_Schedule,Machinery,CNY,2024-03-12,2024-03-25,323.9,6696.3,805.0,1.09,14381.66,951.02,15,2,0.0,0.5663,0.1048,0.3203,,4,True
SHP-102251726,Evergreen,Port_Klang,Houston,sea,On_Schedule,Electronics,GBP,2022-07-28,2022-08-16,463.3,17668.3,278.6,0.78,42703.67,420.8,18,1,0.0,0.5367,0.0593,0.366,,3,True
SHP-102730972,ONE,Mundra,Hamburg,rail,Delayed,Pharmaceuticals,GBP,2024-06-16,2024-06-17,37.7,5951.3,21.2,0.05,6052.14,47.85,21,4,12.4,0.3265,0.136,0.4043,-9.7,2,False
SHP-102926514,HMM,Sydney,New_York,sea,In_Transit,Perishables,GBP,2023-02-19,2023-03-20,718.7,859.3,1275.3,1.62,3099.94,23.75,24,1,0.0,0.4052,0.1562,0.5992,16.9,3,True
SHP-101766101,CMA_CGM,Dubai,Barcelona,sea,In_Transit,Chemicals,GBP,2023-05-03,2023-05-14,272.0,15288.7,252.0,0.37,62731.34,849.47,12,5,0.0,0.3697,0.2332,0.6295,,1,True
SHP-101103529,COSCO,Rotterdam,Baltimore,road,On_Schedule,Pharmaceuticals,AED,2023-12-07,2023-12-11,113.6,2228.9,280.9,0.52,17138.23,817.44,20,3,0.0,0.2347,0.0555,0.1312,-15.6,2,False
SHP-102666406,Hapag-Lloyd,Mumbai,Valencia,sea,Delayed,Automotive,GBP,2023-07-30,2023-08-05,161.2,12196.0,4455.6,14.34,4497.86,289.57,16,1,80.4,0.133,0.3491,0.4886,16.4,2,True
SHP-103615383,DHL,Felixstowe,Dubai,air,On_Schedule,Food_Beverage,SGD,2023-12-17,2023-12-18,44.9,11714.0,13700.6,26.52,56374.49,682.77,5,4,0.0,0.2788,0.0881,0.2293,,1,False
SHP-101995303,UPS,Shanghai,Piraeus,sea,In_Transit,Electronics,USD,2023-09-14,2023-09-19,134.1,1996.9,29513.5,57.13,620910.54,25216.36,15,1,0.0,0.2522,0.0851,0.1932,,4,True
SHP-100066607,Maersk,Felixstowe,Dubai,sea,In_Transit,Automotive,EUR,2022-05-02,2022-05-20,440.5,8776.3,1780.4,3.19,2665.99,156.01,4,1,0.0,0.5609,0.0676,0.3909,23.3,1,False
SHP-101405444,DB_Schenker,Tokyo,Le_Havre,air,On_Schedule,Textiles,AED,2023-10-28,2023-10-29,45.0,8468.4,6157.1,9.41,136659.33,4769.03,16,4,0.0,0.2903,0.2462,0.4883,,4,True
SHP-100111225,ONE,Colombo,Sydney,sea,Delayed,Consumer_Goods,CNY,2024-02-20,2024-03-13,535.4,3461.0,18922.9,90.97,7893.96,149.25,5,5,69.9,0.378,0.1439,0.0398,23.8,2,False
SHP-101625181,CMA_CGM,Busan,Antwerp,sea,At_Port,Textiles,GBP,2022-06-05,2022-06-22,415.8,16213.7,6617.7,9.24,4471.85,51.61,13,0,0.0,0.2197,0.4079,0.4339,0.4,3,True
SHP-101408831,UPS,Guangzhou,Baltimore,sea,Delayed,Consumer_Goods,CNY,2023-01-01,2023-01-20,477.3,13658.1,34142.3,97.89,7640.69,285.77,12,0,6.2,0.1127,0.1445,0.265,-12.8,2,False
SHP-102814415,ONE,Mundra,Houston,sea,On_Schedule,Textiles,GBP,2024-01-11,2024-02-03,555.4,14149.2,1093.3,1.47,180619.63,1289.45,7,2,0.0,0.2196,0.5416,0.3991,,3,False
SHP-104862904,Yang_Ming,Tanjung_Pelepas,Barcelona,rail,Delayed,Automotive,AED,2023-01-23,2023-01-24,24.5,7763.9,1282.4,5.47,1111262.05,46628.64,4,2,4.1,0.1507,0.2126,0.6305,,4,False
SHP-104439742,Kuehne_Nagel,Antwerp,Singapore,sea,At_Port,Pharmaceuticals,EUR,2024-06-12,2024-07-08,647.8,10436.0,119.7,0.18,30863.68,1288.28,12,5,0.0,0.1648,0.1458,0.4486,,3,False
SHP-102344257,Evergreen,Chennai,Los_Angeles,rail,On_Schedule,Chemicals,SGD,2023-06-19,2023-06-21,67.8,5714.7,374.3,0.7,11386.99,314.89,20,3,0.0,0.4218,0.3126,0.029,,4,True
SHP-104003807,HMM,Dubai,Miami,sea,Critical_Delay,Food_Beverage,SGD,2024-06-06,2024-06-16,245.4,17381.4,143.2,0.63,53879.8,3951.61,16,4,23.7,0.2974,0.1688,0.5165,,1,False
SHP-103087328,COSCO,Melbourne,Dubai,road,On_Schedule,Machinery,SGD,2022-06-10,2022-06-16,158.3,2218.9,8242.1,13.77,4465.53,141.93,16,4,0.0,0.1259,0.3126,0.2779,,3,False
SHP-102009906,ZIM,Colombo,Houston,road,In_Transit,Raw_Materials,EUR,2024-12-12,2024-12-17,139.9,5237.5,10748.5,31.13,2401.6,61.34,9,1,0.0,0.3378,0.022,0.3879,,4,False
SHP-102832342,MSC,Singapore,Genoa,sea,Delivered,Chemicals,EUR,2024-02-23,2024-03-03,228.8,20490.4,9219.7,44.22,39146.79,1025.2,19,4,42.3,0.3457,0.0476,0.7251,-15.9,3,False
SHP-102328235,MSC,Antwerp,Bremen,sea,Customs_Hold,Pharmaceuticals,AED,2024-07-15,2024-07-24,218.8,19770.0,3276.1,12.26,23741.41,734.26,14,4,0.0,0.0671,0.1609,0.1789,24.4,1,True
SHP-101031270,HMM,Felixstowe,Sydney,rail,On_Schedule,Electronics,AED,2023-02-02,2023-02-07,138.5,1985.3,1326.2,2.31,318658.83,17792.72,19,0,0.0,0.2892,0.184,0.0867,-4.6,1,True
SHP-102766085,UPS,Busan,Le_Havre,rail,On_Schedule,Raw_Materials,GBP,2024-12-27,2024-12-30,87.6,4648.7,3266.1,10.3,30079.95,511.26,1,2,0.0,0.0108,0.0173,0.0413,25.6,4,False
SHP-100053727,Yang_Ming,Dubai,Bremen,rail,In_Transit,Chemicals,USD,2022-10-18,2022-10-25,179.2,2077.2,140017.8,638.56,123681.11,1363.12,10,4,0.0,0.2402,0.1448,0.3372,-18.4,1,False
SHP-100935955,DB_Schenker,Hamburg,Barcelona,sea,In_Transit,Perishables,CNY,2024-12-21,2025-01-04,346.3,17886.3,1183.3,3.6,226.75,11.87,9,5,0.0,0.1793,0.3055,0.5955,,3,False
SHP-104577023,MSC,Jebel_Ali,Houston,air,Delivered,Textiles,CNY,2024-12-09,2024-12-10,36.0,12222.8,1825.8,5.97,8966.07,192.86,8,1,79.7,0.3153,0.1481,0.4604,-17.7,1,True
SHP-101004403,Hapag-Lloyd,Guangzhou,Sydney,sea,In_Transit,Machinery,AED,2023-11-24,2023-12-09,370.3,11757.2,905.2,4.42,37776.91,388.43,16,3,0.0,0.158,0.0614,0.2558,15.3,2,False
SHP-101646197,DB_Schenker,Guangzhou,Piraeus,road,At_Port,Pharmaceuticals,CNY,2022-09-26,2022-10-02,164.6,6003.2,3337.3,13.91,3488.42,149.31,5,4,0.0,0.1559,0.204,0.1485,,1,False
SHP-102001961,DHL,Sydney,Rotterdam,rail,On_Schedule,Perishables,EUR,2024-12-22,2024-12-27,140.2,2175.1,6250.7,19.38,37339.7,1349.13,24,5,0.0,0.0787,0.1715,0.1809,,3,False
SHP-104050136,Hapag-Lloyd,Sydney,Sydney,sea,In_Transit,Chemicals,USD,2022-03-24,2022-04-12,464.7,18638.4,5976.9,16.83,47091.02,3464.38,19,2,0.0,0.136,0.2732,0.2959,4.8,1,True
SHP-103358305,DHL,Mundra,Houston,rail,On_Schedule,Pharmaceuticals,EUR,2023-05-18,2023-05-24,149.6,2829.4,658.3,1.44,112477.37,2694.62,17,1,0.0,0.3818,0.1942,0.115,,4,True
SHP-102131908,MSC,Ningbo,Miami,sea,In_Transit,Chemicals,CNY,2024-06-15,2024-07-10,621.2,16529.0,151.2,0.24,617821.67,11863.58,4,1,0.0,0.2269,0.0824,0.5799,10.2,2,True
SHP-101533034,Hapag-Lloyd,Shanghai,Genoa,road,On_Schedule,Textiles,EUR,2024-12-20,2024-12-22,55.5,6275.3,13728.2,24.65,189623.82,1141.77,21,0,0.0,0.0549,0.1972,0.2402,-16.5,3,False
SHP-101210563,ZIM,Tanjung_Pelepas,Miami,sea,In_Transit,Electronics,USD,2022-05-17,2022-06-02,393.9,17473.5,3806.5,8.81,372865.38,20482.52,14,2,0.0,0.254,0.5148,0.3705,13.1,2,True
SHP-103987766,ONE,Mumbai,Barcelona,sea,On_Schedule,Machinery,SGD,2024-02-20,2024-03-06,380.1,12296.9,812.7,1.58,181235.2,1294.92,18,5,0.0,0.3157,0.247,0.3169,,3,False
SHP-101939630,UPS,Ningbo,Le_Havre,sea,In_Transit,Electronics,CNY,2022-11-10,2022-11-14,104.2,4475.6,17017.2,27.85,405587.4,13113.05,14,2,0.0,0.3705,0.0253,0.2082,,2,False
SHP-104934845,Kuehne_Nagel,Antwerp,Savannah,air,On_Schedule,Perishables,CNY,2022-12-12,2022-12-14,70.3,10096.9,1687.8,7.97,30328.88,745.85,24,0,0.0,0.1513,0.0303,0.2244,-5.4,4,False
SHP-104154757,DB_Schenker,Dubai,Dubai,sea,In_Transit,Pharmaceuticals,EUR,2023-12-04,2023-12-29,612.0,849.5,1344.1,2.55,268677.97,19247.07,4,3,0.0,0.3191,0.0751,0.4234,11.6,1,False
SHP-104951806,FedEx,Antwerp,Le_Havre,rail,On_Schedule,Automotive,SGD,2024-02-23,2024-02-25,70.0,6344.3,2663.2,5.63,124046.79,3360.96,15,0,0.0,0.2769,0.0387,0.5283,,3,False
SHP-100427672,Yang_Ming,Sydney,Los_Angeles,sea,In_Transit,Machinery,AED,2022-05-26,2022-06-03,214.4,13231.2,279.9,0.82,561344.36,23742.94,23,0,0.0,0.3904,0.223,0.324,,4,False
SHP-104361900,COSCO,Tanjung_Pelepas,Singapore,sea,On_Schedule,Automotive,SGD,2024-08-05,2024-08-11,147.7,2455.8,7516.9,11.0,107034.9,6689.05,11,3,0.0,0.6538,0.5459,0.4972,-10.6,2,False
SHP-103389656,Evergreen,Chennai,Houston,road,On_Schedule,Chemicals,SGD,2024-12-18,2024-12-22,97.4,7513.3,568.9,1.04,36612.57,1018.13,11,1,0.0,0.3576,0.086,0.5015,,4,True
SHP-101922919,HMM,Melbourne,Mumbai,sea,On_Schedule,Chemicals,AED,2024-03-01,2024-03-15,338.4,8073.1,1709.6,2.44,1789.57,120.52,12,5,0.0,0.4067,0.3461,0.205,,2,False
SHP-104303111,HMM,Port_Klang,Singapore,road,In_Transit,Consumer_Goods,SGD,2023-06-04,2023-06-06,62.2,7147.0,574.1,0.74,75211.75,2986.44,23,5,0.0,0.3258,0.4001,0.1866,,4,False
SHP-104349142,MSC,Port_Klang,Singapore,sea,At_Port,Electronics,EUR,2022-10-19,2022-11-16,686.4,20406.2,21198.3,85.0,19758.36,742.48,24,4,0.0,0.2124,0.2444,0.2263,,4,False
SHP-103044710,HMM,Rotterdam,New_York,sea,On_Schedule,Chemicals,AED,2024-07-02,2024-07-16,354.3,2080.3,3147.7,9.87,87739.33,2411.71,17,5,0.0,0.5172,0.2875,0.3328,4.3,3,True
SHP-104390922,Evergreen,Ningbo,Singapore,road,On_Schedule,Machinery,USD,2022-04-23,2022-05-01,213.5,642.0,22951.3,45.26,12510.51,283.84,1,3,0.0,0.3936,0.1657,0.0578,-16.5,3,True
SHP-102635550,CMA_CGM,Port_Klang,Savannah,air,Delivered,Pharmaceuticals,CNY,2022-03-23,2022-03-24,39.4,8754.2,1729.7,3.0,219893.5,9422.35,13,5,3.3,0.1357,0.0113,0.1029,,2,True
SHP-104200940,Evergreen,Busan,Rotterdam,air,In_Transit,Textiles,USD,2024-09-27,2024-09-29,54.0,9208.5,738.7,1.22,33688.27,892.91,23,3,0.0,0.133,0.2257,0.1083,,1,True
SHP-103183444,FedEx,Hamburg,Bremen,sea,On_Schedule,Machinery,CNY,2022-10-02,2022-10-23,527.9,13026.3,633.0,1.17,1434.88,19.09,17,1,0.0,0.1516,0.2808,0.3516,-15.5,4,False
SHP-100292791,ONE,Jebel_Ali,Miami,sea,In_Transit,Automotive,CNY,2024-05-02,2024-05-22,503.4,10341.0,9052.2,22.43,701667.54,3660.21,22,1,0.0,0.2257,0.3606,0.2355,-12.8,2,True
SHP-102445656,Maersk,Chennai,Dubai,air,In_Transit,Food_Beverage,EUR,2024-04-29,2024-04-30,42.6,3206.1,326.7,0.95,34469.77,1285.93,6,0,0.0,0.3246,0.2259,0.247,,3,True
SHP-102133309,Yang_Ming,Ningbo,Houston,air,Delayed,Raw_Materials,SGD,2023-03-11,2023-03-11,19.1,5358.2,9650.4,13.27,24498.46,1397.5,16,4,5.2,0.2524,0.4204,0.3249,,2,False
SHP-102826270,HMM,Dubai,Antwerp,road,On_Schedule,Food_Beverage,CNY,2022-12-24,2022-12-27,76.5,310.3,1452.4,2.26,57252.29,3012.04,1,4,0.0,0.1817,0.1332,0.1341,,3,False
SHP-102976455,MSC,Melbourne,Houston,sea,At_Port,Textiles,CNY,2023-12-28,2024-01-04,172.1,4484.6,5594.1,9.44,143397.0,9438.23,1,2,0.0,0.2464,0.2371,0.3314,29.7,2,False
SHP-100044890,HMM,Ningbo,New_York,sea,At_Port,Food_Beverage,GBP,2024-04-27,2024-05-22,622.3,21526.7,8722.3,19.45,52103.92,452.53,7,1,0.0,0.1861,0.1826,0.1676,,3,False
SHP-101367478,DB_Schenker,Ningbo,Dubai,air,At_Port,Automotive,EUR,2023-11-17,2023-11-18,46.9,4971.1,62677.3,89.74,45640.42,359.28,16,1,0.0,0.3318,0.1873,0.1463,,4,False
SHP-102437224,Yang_Ming,Ningbo,Bremen,sea,Customs_Hold,Consumer_Goods,AED,2024-06-30,2024-07-25,620.3,2180.1,587.4,2.25,145347.85,7179.54,5,2,0.0,0.3393,0.2121,0.192,,3,False
SHP-101092028,Evergreen,Tanjung_Pelepas,Valencia,sea,On_Schedule,Textiles,USD,2024-05-24,2024-06-06,314.0,1691.5,13089.7,18.19,25288.25,950.63,1,4,0.0,0.2787,0.0146,0.4842,,4,False
SHP-102758006,CMA_CGM,Shanghai,Baltimore,sea,On_Schedule,Food_Beverage,CNY,2024-05-07,2024-05-11,101.5,16827.2,6294.1,13.78,599383.69,26288.83,10,5,0.0,0.5759,0.0669,0.6083,,2,True
SHP-102569266,HMM,Jebel_Ali,Le_Havre,sea,In_Transit,Textiles,AED,2023-02-07,2023-02-14,170.5,1161.1,682.9,1.1,101976.99,7596.08,10,0,0.0,0.3325,0.1591,0.8535,,3,True
SHP-102596518,Evergreen,Melbourne,New_York,air,Delayed,Pharmaceuticals,GBP,2022-03-18,2022-03-20,61.3,11099.2,3062.6,8.4,5228.86,34.22,17,1,7.8,0.241,0.2477,0.3728,16.8,1,True
SHP-102646266,Hapag-Lloyd,Singapore,Baltimore,rail,On_Schedule,Chemicals,CNY,2024-09-05,2024-09-13,196.0,1247.0,3008.1,5.21,45589.22,2664.32,20,5,0.0,0.0475,0.1264,0.3681,,2,True
SHP-101097500,Maersk,Colombo,Le_Havre,sea,In_Transit,Raw_Materials,GBP,2024-06-29,2024-07-22,558.1,7675.1,24805.3,76.34,1156.39,69.42,24,1,0.0,0.1876,0.0223,0.1844,10.8,3,True
SHP-101327471,Kuehne_Nagel,Antwerp,Genoa,air,Delayed,Textiles,EUR,2024-06-21,2024-06-23,49.5,12475.6,2381.8,5.58,36400.85,2571.42,15,5,22.9,0.4456,0.0358,0.2806,,2,True
SHP-100377355,Kuehne_Nagel,Ningbo,Houston,air,On_Schedule,Textiles,SGD,2023-07-31,2023-08-01,34.7,11084.8,3449.2,9.36,18036.72,831.55,13,1,0.0,0.1578,0.0729,0.3476,,4,True
SHP-101100832,COSCO,Port_Klang,Singapore,sea,At_Port,Chemicals,GBP,2024-08-04,2024-08-15,275.4,17689.4,31500.8,40.91,9721.53,646.73,12,4,0.0,0.1155,0.0757,0.3335,12.1,1,False
SHP-103548018,HMM,Jebel_Ali,Genoa,sea,In_Transit,Machinery,SGD,2023-09-30,2023-10-24,581.7,21218.7,1425.7,2.69,251349.4,11217.7,23,1,0.0,0.3402,0.3991,0.1268,,2,False
SHP-102464810,DHL,Mundra,Singapore,rail,Critical_Delay,Pharmaceuticals,USD,2024-01-28,2024-02-01,99.4,5471.2,10383.3,13.34,70508.07,5295.99,13,1,39.0,0.1935,0.024,0.5389,28.5,2,True
SHP-101383604,Hapag-Lloyd,Shanghai,Valencia,sea,On_Schedule,Machinery,CNY,2022-03-08,2022-03-19,283.4,21469.9,500000.0,1519.44,7259282.87,475417.29,19,5,0.0,0.0289,0.2788,0.3342,,2,True
SHP-103899971,COSCO,Mundra,Rotterdam,sea,Critical_Delay,Chemicals,GBP,2023-10-17,2023-10-30,317.3,12524.1,12708.5,33.02,886675.51,18978.77,13,2,17.7,0.2389,0.2605,0.068,12.0,1,True
SHP-100230519,DHL,Port_Klang,Mumbai,air,On_Schedule,Chemicals,SGD,2022-01-29,2022-01-31,51.1,9122.5,3125.4,4.3,219891.64,17422.22,9,5,0.0,0.2342,0.2496,0.4751,,3,True
SHP-102301163,Hapag-Lloyd,Tanjung_Pelepas,Antwerp,sea,In_Transit,Consumer_Goods,AED,2022-08-19,2022-08-29,248.1,15887.0,1179.2,1.67,1062946.93,65252.4,19,4,0.0,0.2088,0.4122,0.406,2.0,1,False
SHP-103023219,Hapag-Lloyd,Rotterdam,New_York,road,In_Transit,Machinery,USD,2024-07-01,2024-07-07,167.0,1106.6,569.4,2.66,761881.96,10977.88,1,4,0.0,0.0596,0.0893,0.4656,,2,True
SHP-100687094,Kuehne_Nagel,Mundra,Piraeus,rail,Delayed,Consumer_Goods,USD,2022-10-07,2022-10-12,139.3,6269.0,1240.5,3.23,12113.4,473.24,16,5,26.2,0.5118,0.0591,0.2337,,2,True
SHP-100658409,DB_Schenker,Sydney,Rotterdam,sea,On_Schedule,Electronics,CNY,2024-07-21,2024-07-31,247.4,14825.0,274.0,0.56,9204.9,656.07,8,3,0.0,0.3523,0.0198,0.1811,,3,True
SHP-103056647,ZIM,Mumbai,New_York,sea,Delivered,Machinery,EUR,2024-05-11,2024-06-08,694.7,13751.5,8535.9,13.5,93239.68,3534.05,18,1,50.0,0.1533,0.1603,0.1953,,4,True
SHP-100801776,UPS,Shanghai,Sydney,air,In_Transit,Chemicals,SGD,2022-05-05,2022-05-06,31.4,12302.1,9402.3,13.9,639472.26,14984.27,3,3,0.0,0.3457,0.2046,0.059,,4,True
SHP-104894200,FedEx,Antwerp,Genoa,sea,In_Transit,Raw_Materials,GBP,2024-01-21,2024-02-14,576.2,21972.8,245.7,0.41,7045.87,380.68,13,2,0.0,0.5983,0.2127,0.1272,-11.2,4,False
SHP-102476142,ONE,Port_Klang,Dubai,sea,On_Schedule,Raw_Materials,CNY,2022-05-14,2022-05-27,335.9,4554.9,3408.9,14.73,1217515.74,85797.78,7,5,0.0,0.3256,0.0469,0.2279,0.9,1,True
SHP-101030091,COSCO,Rotterdam,Felixstowe,sea,Delayed,Electronics,GBP,2022-08-24,2022-09-10,410.3,16758.2,1641.1,4.5,246038.01,1273.76,9,5,24.9,0.2405,0.0813,0.53,,1,False
SHP-101904027,Yang_Ming,Felixstowe,Houston,sea,At_Port,Textiles,CNY,2022-01-16,2022-01-30,351.3,14712.0,124779.3,167.65,572962.4,14635.3,19,2,0.0,0.2911,0.0213,0.3636,,1,True
SHP-101897209,Hapag-Lloyd,Tanjung_Pelepas,Valencia,air,Delayed,Perishables,SGD,2022-01-16,2022-01-18,51.2,5819.3,104378.4,391.06,14475.97,1059.9,14,1,5.6,0.3976,0.0784,0.4181,,2,True
SHP-100282213,Maersk,Singapore,Miami,sea,Delivered,Textiles,CNY,2023-04-10,2023-05-03,559.3,4671.9,390.7,0.85,6327.84,113.7,10,5,6.1,0.1461,0.1759,0.5099,-3.6,2,True
SHP-101549861,HMM,Antwerp,Baltimore,air,In_Transit,Automotive,USD,2024-10-11,2024-10-12,44.2,11611.2,679.7,2.9,121384.06,5006.28,24,4,0.0,0.1286,0.3524,0.0697,,1,True
SHP-104908403,Yang_Ming,Chennai,Antwerp,sea,At_Port,Consumer_Goods,EUR,2023-11-05,2023-11-14,220.4,10219.7,13098.0,19.6,16074.16,810.29,15,1,0.0,0.3855,0.4809,0.4618,,2,True
SHP-100999401,MSC,Colombo,Felixstowe,sea,On_Schedule,Automotive,SGD,2024-04-20,2024-04-30,262.0,4278.4,334226.5,432.54,64292.0,1648.32,13,0,0.0,0.5087,0.0325,0.5405,,1,False
SHP-103526327,DHL,Tokyo,Piraeus,air,Delivered,Electronics,CNY,2024-07-26,2024-07-28,65.0,6040.6,18806.2,71.84,15154.56,1204.34,18,3,70.1,0.3643,0.3129,0.1405,,2,False
SHP-101981893,MSC,Tanjung_Pelepas,New_York,air,On_Schedule,Consumer_Goods,GBP,2022-11-14,2022-11-14,17.8,3044.3,716.7,1.67,83533.28,3914.53,1,3,0.0,0.6441,0.2352,0.4593,,3,True
SHP-100949896,Yang_Ming,Port_Klang,Savannah,sea,Critical_Delay,Electronics,GBP,2022-04-18,2022-05-02,355.4,19237.1,4730.5,9.13,11116.82,822.62,12,4,16.8,0.1077,0.3292,0.338,10.9,4,False
SHP-100984595,FedEx,Tokyo,Mumbai,air,In_Transit,Food_Beverage,EUR,2022-12-15,2022-12-16,37.4,10665.4,16276.5,51.59,57561.64,3037.79,21,4,0.0,0.0463,0.2963,0.4662,,4,True
SHP-100758811,Evergreen,Busan,Valencia,air,In_Transit,Chemicals,CNY,2024-11-11,2024-11-12,40.8,12000.1,26603.1,47.76,150312.45,1244.43,22,1,0.0,0.3994,0.4186,0.6562,,4,False
SHP-101506224,CMA_CGM,Chennai,Antwerp,sea,At_Port,Food_Beverage,USD,2022-02-27,2022-03-24,602.7,19064.5,25096.6,46.53,27956.81,928.53,18,2,0.0,0.1633,0.3221,0.3559,-13.7,1,True
SHP-103873733,Yang_Ming,Antwerp,Los_Angeles,sea,Delayed,Perishables,USD,2024-12-07,2025-01-01,615.1,5054.9,780.3,1.02,41511.68,1010.08,1,4,35.7,0.3885,0.2737,0.3191,,2,True
SHP-100128140,ZIM,Melbourne,Singapore,sea,Delayed,Perishables,SGD,2024-10-27,2024-11-18,536.5,15984.8,379.5,0.61,33774.32,1141.98,22,0,0.9,0.0937,0.3363,0.3353,,3,False
SHP-101900985,MSC,Chennai,Genoa,sea,On_Schedule,Perishables,USD,2023-10-24,2023-11-04,282.3,18231.5,7647.0,14.76,60147.04,4734.92,12,5,0.0,0.0852,0.1779,0.1235,27.5,2,True
SHP-101450832,Kuehne_Nagel,Dubai,Singapore,sea,Critical_Delay,Consumer_Goods,GBP,2022-12-08,2023-01-04,663.4,14974.9,236.4,0.46,16110.61,516.77,3,3,31.7,0.1019,0.0514,0.3986,-9.2,1,True
SHP-104226499,DHL,Felixstowe,Mumbai,sea,On_Schedule,Machinery,EUR,2024-06-01,2024-06-10,239.9,13036.8,2824.3,11.82,270430.07,6943.63,11,0,0.0,0.5338,0.365,0.5102,,3,True
SHP-104017261,Evergreen,Singapore,Piraeus,sea,In_Transit,Pharmaceuticals,EUR,2022-10-18,2022-10-31,323.1,6446.2,1551.0,4.43,17577.7,623.18,3,2,0.0,0.2743,0.3163,0.1416,,1,False
SHP-100227510,FedEx,Felixstowe,Hamburg,sea,On_Schedule,Pharmaceuticals,EUR,2022-02-28,2022-03-20,491.4,13635.0,722.4,1.11,75668.39,2859.77,19,0,0.0,0.4275,0.3761,0.3146,,4,True
SHP-104976086,Kuehne_Nagel,Mumbai,Valencia,sea,On_Schedule,Automotive,AED,2023-11-29,2023-12-10,270.9,19906.3,9892.9,34.81,54927.85,2630.01,16,5,0.0,0.1054,0.1454,0.3206,3.7,3,True
SHP-103355624,MSC,Tanjung_Pelepas,New_York,road,Delayed,Consumer_Goods,AED,2023-05-12,2023-05-13,35.9,2434.1,866.6,1.54,692128.49,17209.41,1,4,1.7,0.2201,0.2867,0.2275,,3,False
SHP-103123969,Maersk,Tanjung_Pelepas,Los_Angeles,rail,On_Schedule,Electronics,AED,2024-04-05,2024-04-08,72.6,4188.9,182.4,0.26,179645.15,7247.0,2,3,0.0,0.1943,0.0635,0.1757,,1,False
SHP-102985553,Evergreen,Sydney,Rotterdam,sea,On_Schedule,Raw_Materials,USD,2022-10-01,2022-10-11,242.5,3944.8,10241.6,15.85,323686.9,14766.39,6,0,0.0,0.0661,0.1962,0.5046,,2,False
SHP-103158195,Yang_Ming,Busan,Miami,rail,Delayed,Consumer_Goods,GBP,2023-06-19,2023-06-26,172.6,5363.7,2919.3,6.34,19420814.66,320656.03,18,4,13.1,0.2911,0.2496,0.2146,,3,False
